#SpecID                              |     RAdeg      DEdeg|      snru|      snrg|      snrr|      snri|      snrz|          RV|        e_RV|    Teff|      e_Teff|q_Teff| TeffCor|        logg|      e_logg|q_logg| loggCor|        Vt|        e_Vt|q_Vt|   Vtcorr|    [Fe/H]|    e_[Fe/H]|q_[Fe/H]|[Fe/H]Cor|  [a/Fe]|   e_[a/Fe]|    [C/Fe]|   e_[C/Fe]|q_[C/Fe]|[C/Fe]Cor|    [N/Fe]|   e_[N/Fe]|q_[N/Fe]|[N/Fe]Cor|    [O/Fe]|   e_[O/Fe]|q_[O/Fe]|[O/Fe]Cor|   [Na/Fe]|  e_[Na/Fe]|q_[Na/Fe]|[Na/Fe]Cor|   [Mg/Fe]|  e_[Mg/Fe]|q_[Mg/Fe]|[Mg/Fe]Cor|   [Al/Fe]|  e_[Al/Fe]|q_[Al/Fe]|[Al/Fe]Cor|   [Si/Fe]|  e_[Si/Fe]|q_[Si/Fe]|[Si/Fe]Cor|   [Ca/Fe]|  e_[Ca/Fe]|q_[Ca/Fe]|[Ca/Fe]Cor|   [Ti/Fe]|  e_[Ti/Fe]|q_[Ti/Fe]|[Ti/Fe]Cor|   [Cr/Fe]|  e_[Cr/Fe]|q_[Cr/Fe]|[Cr/Fe]Cor|   [Mn/Fe]|  e_[Mn/Fe]|q_[Mn/Fe]|[Mn/Fe]Cor|   [Co/Fe]|  e_[Co/Fe]|q_[Co/Fe]|[Co/Fe]Cor|   [Ni/Fe]|  e_[Ni/Fe]|q_[Ni/Fe]|[Ni/Fe]Cor|   [Cu/Fe]|   e_[Cu/Fe]|q_[Cu/Fe]|[Cu/Fe]Cor|   [Ba/Fe]|   e_[Ba/Fe]|q_[Ba/Fe]|[Ba/Fe]Cor|        Chi2|       Chi2R|q_Chi2|      Chi2Na|     Chi2RNa|q_Chi2Na|   dSNRPlx|Mult|Uq|Name           |SubClass  |Filename
20131031-GAC121N02V1-12-157         |122.968130   3.368221|3.46|73.639999|138.089996|192.229996|145.630005|66.7608|3.42063|4480.21|21.3065|1.0|0.915134|2.23644|0.0571194|1.0|0.842692|1.38805|0.0451|1.0|0.812352|-0.23598|0.02341|1.0|0.96823|-0.0029|0.013|-0.16252|0.01735|1.0|0.873726|0.13342|0.03905|1.0|0.902986|0.16222|0.05532|1.0|0.867482|   0.05544|0.06866|1.0|0.63538|  -0.04088|0.02918|1.0|0.513309|   0.30800|0.06521|1.0|0.562003|-0.11575|0.04068|1.0|0.64552|-0.02147|0.0192|1.0|0.920141|   0.11178|0.02651|1.0|0.62143|  -0.01027|0.03132|1.0|0.763093|  -0.01954|0.0459|1.0|0.876708|0.0272|0.03467|1.0|0.772976|0.03821|0.0214|1.0|0.757632|       ---|999.0|0.0|0.347427|   0.34494|0.11291|1.0|0.600222|1.136|2.1075|good|2.17724|-0.125019|good|0.0|YES|1.0|S1225805+032205|G5        |spec-56597-GAC121N02V1_sp12-157.fits.gz
20131102-EG224840N075042B01-12-123  |344.021667   9.202864|4.51|48.439999|86.18|119.669998|84.370003|-7.77062|4.7607|5301.02|28.6076|1.0|0.931987|4.58423|0.0549172|1.0|0.903673|1.12462|0.17465|1.0|0.541583|-0.19854|0.04002|1.0|0.950406|0.04621|0.01818|-0.09727|0.02725|1.0|0.86263|0.17253|0.08434|1.0|0.85788|0.23385|0.09876|1.0|0.746305|  -0.08018|0.08486|1.0|0.76077|   0.08403|0.03055|1.0|0.849259|   0.06837|0.07022|1.0|0.679637|-0.06856|0.06258|1.0|0.798223|0.05754|0.0303|1.0|0.922916|   0.00761|0.04047|1.0|0.801064|  -0.04696|0.0416|1.0|0.87544|   0.00459|0.05394|1.0|0.945097|-0.02258|0.06673|1.0|0.83566|0.02171|0.03411|1.0|0.846164|  -0.94495|0.23845|1.0|0.330041|   0.14899|0.19744|1.0|0.798623|0.627761|0.222187|good|1.36829|0.457983|good|1.17677|YES|1.0|S3440118+091210|G7        |spec-56599-EG224840N075042B01_sp12-123.fits.gz
20131107-EG223246N155147B01-15-067  |337.274403  16.709769|1.82|29.790001|52.34|73.629997|52.189999|-14.9896|4.14013|4885.53|33.353|1.0|0.941236|4.46924|0.0663976|1.0|0.903924|1.09608|0.14207|1.0|0.569851|0.10973|0.04183|1.0|0.946645|0.06109|0.02096|-0.11224|0.0262|1.0|0.927599|0.16531|0.08191|1.0|0.863163|0.0781|0.08321|1.0|0.880447|  -0.03574|0.09279|1.0|0.633992|   0.08689|0.03329|1.0|0.823284|  -0.02824|0.09319|1.0|0.660683|0.07135|0.07588|1.0|0.75321|0.05004|0.03591|1.0|0.890859|   0.02227|0.0485|1.0|0.738814|   0.02964|0.03905|1.0|0.856291|   0.01610|0.06451|1.0|0.928251|0.05914|0.07438|1.0|0.832015|0.0775|0.04279|1.0|0.803935|  -0.52430|0.35303|1.0|0.425526|  -0.49333|0.36792|1.0|0.482892|0.652015|0.29982|good|1.00285|0.155678|good|2.32877|YES|1.0|S3371627+164235|K3        |spec-56604-EG223246N155147B01_sp15-067.fits.gz
20131112-GAC093N22B1-03-095         | 91.720519  22.719948|9.02|69.5|138.889999|226.350006|196.940002|76.54|3.69045|4957.29|25.3147|1.0|0.936532|3.5418|0.0575285|1.0|0.902979|1.14618|0.07633|1.0|0.59905|-0.22564|0.02265|1.0|0.932912|0.12705|0.0134|-0.10942|0.02121|1.0|0.879737|-0.0569|0.04306|1.0|0.856999|0.07796|0.06734|1.0|0.793964|  -0.00641|0.06363|1.0|0.584514|   0.16312|0.02565|1.0|0.753558|   0.30327|0.05873|1.0|0.60296|0.09159|0.04205|1.0|0.734388|0.10588|0.02116|1.0|0.899522|   0.13704|0.02824|1.0|0.715697|   0.01228|0.03666|1.0|0.759726|  -0.07242|0.04555|1.0|0.89172|0.06092|0.04475|1.0|0.778325|0.04009|0.02253|1.0|0.746563|   0.26972|0.21018|1.0|0.541179|  -0.11837|0.14682|1.0|0.62907|0.873149|1.52186|good|5.05831|1.18333|good|-1.08302|YES|1.0|S0914313+224311|G9        |spec-56609-GAC093N22B1_sp03-095.fits.gz
20131112-VB035N38V2-03-249          | 34.019674  37.872017|10.72|49.970001|76.650002|106.279999|86.690002|-10.7685|4.26904|5477.99|25.3215|1.0|0.936718|4.46698|0.0541204|1.0|0.902882|1.06554|0.13772|1.0|0.608579|0.11688|0.03682|1.0|0.931362|-0.00387|0.01728|-0.17441|0.02437|1.0|0.849195|-0.02349|0.0584|1.0|0.883585|0.01069|0.09653|1.0|0.70878|  -0.07880|0.08411|1.0|0.806662|   0.01142|0.02983|1.0|0.82939|  -0.01241|0.06495|1.0|0.752415|-0.09395|0.05035|1.0|0.838127|0.05489|0.02808|1.0|0.923811|  -0.10409|0.04223|1.0|0.80511|  -0.07332|0.0433|1.0|0.873924|  -0.02350|0.05102|1.0|0.941945|-0.13922|0.05983|1.0|0.839769|0.04754|0.03349|1.0|0.841549|  -0.61621|0.32038|1.0|0.536206|   0.08183|0.20186|1.0|0.851215|0.631407|0.218403|good|0.461867|-0.779975|good|0.67284|YES|1.0|S0340110+375219|G6        |spec-56609-VB035N38V2_sp03-249.fits.gz
20131113-GAC094N35V2-15-164         | 93.558014  36.466797|4.05|41.400002|89.010002|126.519997|101.089996|-19.6814|5.00054|4862.77|33.5352|1.0|0.924906|2.80123|0.0783646|1.0|0.890821|1.26498|0.07968|1.0|0.722739|-0.10233|0.03288|1.0|0.946833|0.04664|0.02111|-0.20808|0.02769|1.0|0.868026|0.13205|0.05726|1.0|0.909751|-0.01621|0.08784|1.0|0.819044|   0.09370|0.0934|1.0|0.581101|   0.06785|0.04676|1.0|0.655737|  -0.06013|0.11605|1.0|0.501243|0.0961|0.06163|1.0|0.739337|0.00462|0.03139|1.0|0.922751|   0.08577|0.04431|1.0|0.679402|   0.09877|0.053|1.0|0.770722|  -0.00025|0.0737|1.0|0.865532|-0.02176|0.05638|1.0|0.794629|-0.01005|0.03055|1.0|0.718898|       ---|999.0|0.0|0.390602|   0.28329|0.20061|1.0|0.684684|0.882764|2.58349|good|2.8769|1.16694|good|0.0|YES|1.0|S0933328+362800|G5        |spec-56610-GAC094N35V2_sp15-164.fits.gz
20131114-GAC061N46V3-15-075         | 59.920445  47.571992|3.67|51.470001|134.059998|194.679993|160.470001|-4.82966|4.79968|4864.86|25.1594|1.0|0.913434|2.46867|0.0603851|1.0|0.837201|1.59541|0.04987|1.0|0.776536|-0.26201|0.02552|1.0|0.944991|0.05003|0.01579|-0.25806|0.02067|1.0|0.820023|0.13454|0.04402|1.0|0.896344|-0.05303|0.07186|1.0|0.768545|   0.15165|0.08001|1.0|0.660304|   0.05298|0.03798|1.0|0.662695|       ---|999.0|0.0|0.428667|0.06742|0.04787|1.0|0.744745|0.04426|0.02232|1.0|0.928646|   0.05225|0.03386|1.0|0.700914|   0.03232|0.04663|1.0|0.747679|   0.12907|0.05923|1.0|0.871159|-0.02238|0.04091|1.0|0.818463|0.00447|0.02289|1.0|0.769278|  -0.33602|0.22824|1.0|0.528629|   0.69278|0.12451|1.0|0.768858|0.892032|2.32206|good|2.6954|0.649794|good|0.0|YES|1.0|S0595513+473419|G5        |spec-56611-GAC061N46V3_sp15-075.fits.gz
20131114-GAC108N21V2-15-130         |109.186820  22.879261|25.370001|132.669998|204.520004|252.240005|184.880005|56.9396|4.14913|5166.5|25.5334|1.0|0.933063|2.96119|0.065382|1.0|0.886479|1.25091|0.07855|1.0|0.722764|-0.39846|0.02579|1.0|0.929766|0.04365|0.01422|-0.16548|0.01905|1.0|0.811079|0.17073|0.0484|1.0|0.850746|0.15119|0.06751|1.0|0.548385|   0.27353|0.07483|1.0|0.59414|   0.03442|0.02702|1.0|0.548519|  -0.04184|0.07535|1.0|0.431484|-0.01535|0.04374|1.0|0.699049|0.02912|0.02543|1.0|0.930911|   0.08740|0.02575|1.0|0.64353|   0.12483|0.03683|1.0|0.717668|   0.00571|0.04584|1.0|0.777191|-0.0197|0.04139|1.0|0.748531|-0.0364|0.02182|1.0|0.761465|  -0.47135|0.22496|1.0|0.44644|   0.83297|0.08451|1.0|0.812647|1.23741|0.615024|good|8.35924|0.399856|good|0.0|YES|1.0|S1091112+225245|G6        |spec-56611-GAC108N21V2_sp15-130.fits.gz
20131114-VB002N40V1-10-058          |359.857700  40.005226|6.27|49.099998|88.0|55.209999|61.560001|-83.5702|4.0412|4715.96|32.8345|1.0|0.899277|2.20403|0.0847385|1.0|0.804683|1.64902|0.07697|1.0|0.721715|-0.41242|0.03749|1.0|0.931692|0.0482|0.0202|-0.23683|0.02552|1.0|0.788878|0.44581|0.05788|1.0|0.816596|0.05744|0.07421|1.0|0.777612|   0.49346|0.06126|1.0|0.808461|   0.07204|0.04979|1.0|0.618347|   0.01314|0.11248|1.0|0.413242|0.09542|0.06263|1.0|0.737457|0.01893|0.02842|1.0|0.906696|   0.07451|0.04247|1.0|0.665063|  -0.10707|0.05171|1.0|0.671527|  -0.19306|0.08224|1.0|0.773143|-0.00647|0.05563|1.0|0.801825|0.07461|0.03229|1.0|0.710676|       ---|999.0|0.0|0.440557|   0.61007|0.16007|1.0|0.727896|0.555841|1.13969|good|2.81206|0.844622|good|0.0|YES|1.0|S3595127+400018|G5        |spec-56611-VB002N40V1_sp10-058.fits.gz
20131115-HD222937N355615V01-15-028  |337.473605  37.431648|1.2|40.73|89.910004|127.75|106.209999|-55.8813|3.49858|4208.17|21.2194|1.0|0.883295|1.59324|0.0565769|1.0|0.690316|1.66406|0.04672|1.0|0.740214|-0.24639|0.02625|1.0|0.945013|0.12509|0.01519|-0.13485|0.01646|1.0|0.862538|0.12898|0.03573|1.0|0.850672|0.01767|0.04753|1.0|0.836851|  -0.00039|0.06648|1.0|0.531786|   0.16353|0.03628|1.0|0.520183|   0.27252|0.07053|1.0|0.594928|0.2883|0.05077|1.0|0.594462|0.02911|0.02147|1.0|0.840945|   0.23872|0.03134|1.0|0.580281|  -0.07193|0.03559|1.0|0.724198|  -0.29480|0.0625|1.0|0.807972|0.12792|0.04073|1.0|0.70663|0.09261|0.02375|1.0|0.671342|       ---|999.0|0.0|0.207841|  -0.00327|0.16455|1.0|0.486806|0.446492|0.886004|good|1.85966|0.436689|good|0.0|YES|1.0|S3372824+372553|G5        |spec-56612-HD222937N355615V01_sp15-028.fits.gz
20131119-HD231029N411918V01-13-132  |350.163203  41.868295|7.37|110.230003|264.5|354.820007|273.980011|-84.8503|4.46991|4811.5|19.9364|1.0|0.933391|2.57697|0.0495929|1.0|0.876166|1.40141|0.038|1.0|0.821532|-0.20426|0.01897|1.0|0.96288|0.07825|0.01101|-0.14118|0.01601|1.0|0.865848|0.22125|0.03546|1.0|0.906407|0.12403|0.05505|1.0|0.847595|   0.26203|0.04717|1.0|0.707469|   0.11018|0.02431|1.0|0.666079|  -0.00785|0.05784|1.0|0.506424|0.09933|0.03344|1.0|0.753444|0.02526|0.01741|1.0|0.934296|   0.12136|0.02055|1.0|0.682327|   0.07708|0.03051|1.0|0.758651|   0.01680|0.03351|1.0|0.863893|-0.10153|0.02824|1.0|0.803392|0.08452|0.01734|1.0|0.793908|       ---|999.0|0.0|0.4961|   0.35143|0.08546|1.0|0.704636|3.46232|4.65998|good|12.0181|1.65038|good|0.0|YES|1.0|S3500947+415205|G5        |spec-56616-HD231029N411918V01_sp13-132.fits.gz
20131119-VB035N42V3-05-170          | 34.827925  42.232769|14.04|101.889999|127.360001|102.18|98.790001|-13.9913|3.89131|4883.12|28.9476|1.0|0.914744|2.39258|0.0722755|1.0|0.832875|1.68146|0.06861|1.0|0.7532|-0.48561|0.03275|1.0|0.935655|0.06895|0.01643|-0.13583|0.02193|1.0|0.796544|0.28709|0.05044|1.0|0.866759|0.26891|0.07165|1.0|0.696837|   0.25740|0.07986|1.0|0.61064|   0.16093|0.03589|1.0|0.533246|       ---|999.0|0.0|0.359081|0.01397|0.05162|1.0|0.670101|0.04207|0.02567|1.0|0.929318|   0.05935|0.03108|1.0|0.619423|  -0.01046|0.04041|1.0|0.615613|  -0.12971|0.06167|1.0|0.703395|-0.02228|0.04267|1.0|0.725463|-0.00112|0.0237|1.0|0.781565|       ---|999.0|0.0|0.554124|   0.53004|0.11205|1.0|0.737541|0.612293|0.152002|good|2.56766|-0.35326|good|   0.00000|YES|1.0|S0344940+421357|G5        |spec-56616-VB035N42V3_sp05-170.fits.gz
20131120-GAC122S02V1-09-113         |122.584130  -2.082809|19.18|175.550003|387.920013|438.859985|317.579987|70.2504|3.42963|4888.47|20.5426|1.0|0.92139|2.49336|0.0543839|1.0|0.860926|1.56408|0.04035|1.0|0.807341|-0.39307|0.0211|1.0|0.945869|0.05474|0.01181|-0.14976|0.01671|1.0|0.842824|0.22328|0.03751|1.0|0.897066|0.16991|0.05475|1.0|0.757687|   0.17714|0.05611|1.0|0.582521|   0.07193|0.02509|1.0|0.485498|       ---|999.0|0.0|0.435695|0.00839|0.03729|1.0|0.667699|0.03462|0.01885|1.0|0.948082|   0.08543|0.02213|1.0|0.617204|  -0.00368|0.03239|1.0|0.655713|  -0.02820|0.03746|1.0|0.774248|0.00543|0.02833|1.0|0.752216|0.00148|0.01617|1.0|0.805424|       ---|999.0|0.0|0.551185|   0.62996|0.07674|1.0|0.734166|1.57138|0.302668|good|11.6218|0.173136|good|   0.00000|YES|1.0|S1223502-020458|G5        |spec-56617-GAC122S02V1_sp09-113.fits.gz
20131120-GAC122S02V3-08-248         |122.752250  -3.527810|22.27|145.089996|191.330002|238.429993|184.350006|-21.8699|3.89131|5662.61|18.9055|1.0|0.911569|3.8759|0.0388487|1.0|0.867823|0.80223|0.05341|1.0|0.540534|0.26268|0.02703|1.0|0.915388|0.0105|0.0117|-0.10434|0.01321|1.0|0.797056|0.27924|0.02891|1.0|0.871798|-0.0963|0.04227|1.0|0.506179|   0.22929|0.05601|1.0|0.834092|   0.09379|0.01815|1.0|0.845778|   0.04978|0.04572|1.0|0.856204|-0.02449|0.02987|1.0|0.878516|-0.03477|0.02346|1.0|0.899621|  -0.08836|0.02744|1.0|0.802939|  -0.01580|0.02822|1.0|0.848688|   0.20452|0.02972|1.0|0.931722|-0.1045|0.02945|1.0|0.878072|0.15437|0.0186|1.0|0.791798|   0.32757|0.15382|1.0|0.699966|  -0.55437|0.17244|1.0|0.693145|1.40177|-0.0846792|good|2.96658|-0.397973|good|  -0.33166|YES|1.0|S1224508-033140|G4        |spec-56617-GAC122S02V3_sp08-248.fits.gz
20131121-EG000954N044957B01-14-084  |  1.166721   5.713948|3.16|54.209999|105.639999|129.460007|87.510002|-14.7888|4.52986|5156.94|24.7063|1.0|0.961389|4.50511|0.0461817|1.0|0.920002|1.54749|0.06127|1.0|0.805982|0.06819|0.03138|1.0|0.97506|0.02141|0.01354|-0.17499|0.01931|1.0|0.916099|0.10155|0.06253|1.0|0.942404|-0.00932|0.07792|1.0|0.908366|  -0.22206|0.06405|1.0|0.758432|   0.09205|0.02028|1.0|0.925369|   0.00328|0.05626|1.0|0.864448|-0.0188|0.04547|1.0|0.866327|-0.02577|0.02438|1.0|0.957683|  -0.06378|0.03416|1.0|0.853439|  -0.01646|0.02932|1.0|0.9235|   0.01834|0.04342|1.0|0.96957|-0.00821|0.04503|1.0|0.897105|-0.0155|0.02492|1.0|0.896473|  -0.00204|0.24618|1.0|0.690517|  -0.08151|0.17143|1.0|0.893321|0.827909|0.522391|good|1.16333|-0.145495|good|  -0.48480|YES|1.0|S0011000+054250|K1        |spec-56618-EG000954N044957B01_sp14-084.fits.gz
20131121-GAC105N47V2-05-070         |105.291280  46.133778|3.06|63.290001|119.129997|102.220001|103.220001|-35.3485|3.33969|4404.37|21.5111|1.0|0.924987|1.86504|0.0593184|1.0|0.777144|1.628|0.05428|1.0|0.795979|-0.39484|0.02682|1.0|0.97269|0.0593|0.01504|-0.1445|0.01875|1.0|0.868184|0.15253|0.04364|1.0|0.902723|0.11372|0.05911|1.0|0.865732|   0.08515|0.06865|1.0|0.633717|   0.06592|0.03647|1.0|0.570384|   0.26226|0.07992|1.0|0.564791|0.08684|0.05052|1.0|0.686742|-0.00646|0.02137|1.0|0.904925|   0.17719|0.03032|1.0|0.638308|  -0.08393|0.03556|1.0|0.727452|  -0.20369|0.06165|1.0|0.842607|0.05627|0.03954|1.0|0.768513|0.0192|0.02252|1.0|0.749772|       ---|999.0|0.0|0.326918|   0.47469|0.1225|1.0|0.61659|0.676784|1.18336|good|4.20078|1.06252|good|   0.00000|YES|1.0|S1051728+460801|G5        |spec-56618-GAC105N47V2_sp05-070.fits.gz
20131121-VB057N34V1-16-164          | 56.527526  36.248081|10.9|110.839996|205.179993|271.279999|240.630005|15.2714|3.63049|4766.83|21.6764|1.0|0.917292|2.28007|0.0548081|1.0|0.834651|1.62115|0.04687|1.0|0.805663|-0.3662|0.02316|1.0|0.949889|0.04194|0.01231|-0.19257|0.01717|1.0|0.846068|0.2453|0.03924|1.0|0.883018|0.12047|0.05608|1.0|0.810584|   0.21600|0.06128|1.0|0.668456|   0.06228|0.02801|1.0|0.623914|   0.12815|0.06842|1.0|0.459959|0.02308|0.03962|1.0|0.731277|0.02521|0.01806|1.0|0.931022|   0.06502|0.02483|1.0|0.678682|   0.04164|0.03452|1.0|0.744357|  -0.02440|0.04401|1.0|0.837825|-0.05862|0.03196|1.0|0.809125|-0.04121|0.01755|1.0|0.782567|       ---|999.0|0.0|0.54885|   0.68498|0.08082|1.0|0.765301|1.06999|0.826274|good|3.01639|-0.319405|good|   0.00000|YES|1.0|S0563139+361453|G5        |spec-56618-VB057N34V1_sp16-164.fits.gz
20131122-HD235547N481312B01-16-137  |357.749103  50.126667|3.62|62.240002|117.209999|154.440002|115.080002|-40.6489|3.63049|4725.06|27.1409|1.0|0.918361|2.82046|0.0631932|1.0|0.869458|1.17045|0.05077|1.0|0.699352|0.024|0.02807|1.0|0.950642|0.00784|0.01584|-0.20164|0.02117|1.0|0.859092|0.17433|0.04658|1.0|0.895745|-0.01694|0.06397|1.0|0.858028|   0.10699|0.0658|1.0|0.658349|   0.03168|0.03322|1.0|0.698552|   0.05733|0.09141|1.0|0.607411|0.14399|0.04741|1.0|0.736671|-0.05882|0.0241|1.0|0.899831|   0.04352|0.03306|1.0|0.677466|   0.04048|0.0357|1.0|0.783388|   0.09128|0.04706|1.0|0.906289|0.03493|0.0418|1.0|0.817465|0.04097|0.025|1.0|0.718768|       ---|999.0|0.0|0.419315|   0.06915|0.14636|1.0|0.628171|0.73507|0.996153|good|1.44808|-0.329836|good|   0.00000|YES|1.0|S3574456+500736|G5        |spec-56619-HD235547N481312B01_sp16-137.fits.gz
20131124-EG002616N034932B01-10-216  |  5.312939   3.100822|3.77|44.5|79.019997|111.730003|78.260002|-13.9703|4.14013|4801.89|26.2949|1.0|0.908258|4.62721|0.0473828|1.0|0.875718|1.19089|0.13202|1.0|0.528086|0.03299|0.03586|1.0|0.935839|0.05486|0.01448|-0.166|0.0187|1.0|0.901765|0.12515|0.06307|1.0|0.825348|0.08689|0.06211|1.0|0.846153|   0.03297|0.05582|1.0|0.672172|   0.01202|0.0238|1.0|0.755518|   0.03111|0.0577|1.0|0.61794|0.02269|0.05002|1.0|0.677848|0.07134|0.02601|1.0|0.863027|   0.11182|0.02981|1.0|0.687942|   0.02498|0.02498|1.0|0.836047|  -0.01248|0.04076|1.0|0.908623|0.02081|0.05455|1.0|0.77086|0.01213|0.02793|1.0|0.766314|       ---|999.0|0.0|0.538392|  -0.38451|0.22046|1.0|0.497134|0.706975|-0.230681|good|1.15809|-0.278393|good|   2.61219|YES|1.0|S0051846+030602|K4        |spec-56621-EG002616N034932B01_sp10-216.fits.gz
20131124-VB073N11V2-03-214          | 72.940512  11.730485|2.78|39.66|69.82|108.730003|93.129997|59.5088|4.53886|4967.52|25.6777|1.0|0.954378|4.6633|0.0496874|1.0|0.908982|1.57533|0.07283|1.0|0.735853|0.11873|0.03298|1.0|0.968059|-0.00184|0.01438|-0.2023|0.01833|1.0|0.907099|0.17946|0.06268|1.0|0.912757|-0.1295|0.06005|1.0|0.917539|  -0.13426|0.06881|1.0|0.754866|  -0.02471|0.02321|1.0|0.910413|  -0.03643|0.06562|1.0|0.789111|-0.06569|0.05443|1.0|0.84802|0.02943|0.02283|1.0|0.921884|   0.00373|0.03718|1.0|0.81933|  -0.06025|0.03111|1.0|0.908201|   0.02943|0.04677|1.0|0.957268|-0.10645|0.05737|1.0|0.864842|0.00012|0.02958|1.0|0.872493|  -0.00513|0.2906|1.0|0.608095|   0.19653|0.17579|1.0|0.813597|0.679106|0.207818|good|1.53371|0.714742|good|  -0.56927|YES|1.0|S0725625+114349|K1        |spec-56621-VB073N11V2_sp03-214.fits.gz
20131125-GAC126S01V1-09-009         |126.846030  -0.837806|13.36|57.900002|73.849998|65.660004|39.349998|75.6197|5.17142|4954.69|37.0023|1.0|0.926199|2.96508|0.0902882|1.0|0.912917|1.26679|0.12095|1.0|0.724585|-0.5336|0.0406|1.0|0.931183|0.13952|0.02124|0.02111|0.03087|1.0|0.854823|0.13536|0.06143|1.0|0.858382|0.32662|0.09774|1.0|0.713242|   0.12552|0.10281|1.0|0.532575|   0.21609|0.04796|1.0|0.556478|       ---|999.0|0.0|0.512019|0.09893|0.06173|1.0|0.649656|0.12247|0.03189|1.0|0.932449|   0.12857|0.04316|1.0|0.595298|  -0.03201|0.051|1.0|0.592306|  -0.07216|0.07257|1.0|0.772701|-0.07966|0.0662|1.0|0.689127|0.00135|0.03439|1.0|0.775283|       ---|999.0|0.0|0.447956|   0.30333|0.1784|1.0|0.71646|0.372659|0.264386|good|0.620471|-0.658788|good|0.0|YES|1.0|S1265045-005016|G7        |spec-56622-GAC126S01V1_sp09-009.fits.gz
20131128-GAC113N37V1-14-132         |111.249500  38.127617|12.16|111.150002|229.509995|290.880005|212.440002|-11.8898|3.63049|4788.27|21.5749|1.0|0.910485|2.92711|0.0538923|1.0|0.892282|1.21474|0.05794|1.0|0.660212|-0.33343|0.02082|1.0|0.93102|0.19551|0.0114|-0.02506|0.01674|1.0|0.874705|0.09466|0.03459|1.0|0.865431|0.2217|0.04754|1.0|0.774763|   0.05182|0.05668|1.0|0.546702|   0.32031|0.0225|1.0|0.64767|       ---|999.0|0.0|0.582972|0.17989|0.03619|1.0|0.660119|0.12322|0.01794|1.0|0.901742|   0.19014|0.02328|1.0|0.620708|   0.02882|0.03035|1.0|0.688457|  -0.08839|0.0399|1.0|0.817339|0.07543|0.03379|1.0|0.711099|0.09513|0.01824|1.0|0.716733|       ---|999.0|0.0|0.392121|   0.01310|0.10265|1.0|0.619058|0.90071|0.527956|good|2.39252|-0.462603|good|0.0|YES|1.0|S1111458+380739|G5        |spec-56625-GAC113N37V1_sp14-132.fits.gz
20131129-GAC107N36V1-10-081         |104.569160  35.968693|14.41|133.910004|268.700012|361.880005|287.779999|18.4402|3.27074|4414.66|15.6012|1.0|0.928679|1.94108|0.0429572|1.0|0.792471|1.60059|0.03079|1.0|0.852896|-0.24083|0.01771|1.0|0.976844|-0.00264|0.0088|-0.15866|0.01183|1.0|0.896675|0.106|0.0276|1.0|0.926487|0.03745|0.03516|1.0|0.9051|  -0.01168|0.0435|1.0|0.616076|  -0.06048|0.02074|1.0|0.614073|   0.17510|0.04703|1.0|0.528753|-0.0024|0.02896|1.0|0.696316|-0.02589|0.01252|1.0|0.913683|   0.09140|0.01824|1.0|0.658707|  -0.00729|0.02327|1.0|0.780167|  -0.09530|0.02677|1.0|0.873566|0.03977|0.02386|1.0|0.805619|0.04979|0.01578|1.0|0.807351|       ---|999.0|0.0|0.326464|   0.65713|0.06268|1.0|0.645155|1.46038|0.829918|good|6.04425|-0.0365243|good|0.0|YES|1.0|S1043408+355807|G5        |spec-56626-GAC107N36V1_sp10-081.fits.gz
20131129-GAC117N24V1-06-079         |119.326770  23.714466|90.709999|249.020004|533.73999|662.929993|548.390015|-14.7588|3.69045|4955.74|14.3104|1.0|0.92117|2.57092|0.0372107|1.0|0.852547|1.54401|0.02275|1.0|0.779083|-0.26479|0.01467|1.0|0.945153|0.01151|0.00728|-0.24218|0.01111|1.0|0.799379|0.27352|0.02491|1.0|0.884038|0.12181|0.03606|1.0|0.741854|   0.21404|0.03826|1.0|0.69441|   0.02935|0.01574|1.0|0.605832|  -0.08245|0.04252|1.0|0.387796|-0.01434|0.02331|1.0|0.731332|0.00295|0.01078|1.0|0.942886|   0.02267|0.01505|1.0|0.677314|   0.04393|0.02268|1.0|0.747167|   0.02630|0.01992|1.0|0.829942|-0.13243|0.01996|1.0|0.788714|-0.03468|0.01206|1.0|0.771813|  -0.25698|0.13588|1.0|0.581562|   0.78522|0.04554|1.0|0.792488|4.36483|1.88801|good|12.3558|-0.116492|good|0.0|YES|1.0|S1191936+234252|G5        |spec-56626-GAC117N24V1_sp06-079.fits.gz
